Date,Adj Close
2019/2/21,41.521534
2019/2/22,41.985138
2019/2/25,42.290981
2019/2/26,42.315262
2019/2/27,42.446335
2019/2/28,42.028831
2019/3/1,42.470608
2019/3/4,42.684212
2019/3/5,42.606537
2019/3/6,42.361378
2019/3/7,41.871059
2019/3/8,41.970585
2019/3/11,43.424534
2019/3/12,43.912434
2019/3/13,44.106609
2019/3/14,44.596928
2019/3/15,45.177055
2019/3/18,45.638245
2019/3/19,45.276577
2019/3/20,45.672222
2019/3/21,47.35434
2019/3/22,46.373711
2019/3/25,45.813007
2019/3/26,45.339687
2019/3/27,45.747475
2019/3/28,45.808147
2019/3/29,46.106716
2019/4/1,46.419834
2019/4/2,47.094635
2019/4/3,47.417469
2019/4/4,47.499992
2019/4/5,47.817959
2019/4/8,48.570435
2019/4/9,48.424793
2019/4/10,48.696648
2019/4/11,48.29129
2019/4/12,48.27187
2019/4/15,48.359245
2019/4/16,48.364113
2019/4/17,49.305901
2019/4/18,49.483105
2019/4/22,49.645733
2019/4/23,50.361786
2019/4/24,50.284111
2019/4/25,49.827778
2019/4/26,49.589897
2019/4/29,49.66515
2019/4/30,48.70879
2019/5/1,51.099689
2019/5/2,50.767151
2019/5/3,51.398239
2019/5/6,50.604515
2019/5/7,49.240372
2019/5/8,49.250072
2019/5/9,48.720928
2019/5/10,48.045963
2019/5/13,45.253559
2019/5/14,45.96994
2019/5/15,46.52063
2019/5/16,46.315948
2019/5/17,46.052792
2019/5/20,44.61272
2019/5/21,45.467987
2019/5/22,44.537186
2019/5/23,43.776943
2019/5/24,43.608829
2019/5/28,43.428513
2019/5/29,43.22139
2019/5/30,43.445564
2019/5/31,42.658531
2019/6/3,42.227238
2019/6/4,43.772076
2019/6/5,44.47871
2019/6/6,45.131733
2019/6/7,46.333004
2019/6/10,46.92511
2019/6/11,47.468487
2019/6/12,47.317417
2019/6/13,47.307667
2019/6/14,46.9641
2019/6/17,47.244312
2019/6/18,48.355431
2019/6/19,48.214104
2019/6/20,48.601521
2019/6/21,48.435837
2019/6/24,48.3871
2019/6/25,47.653679
2019/6/26,48.684372
2019/6/27,48.669758
2019/6/28,48.22628
2019/7/1,49.11079
2019/7/2,49.398312
2019/7/3,49.807671
2019/7/5,49.763813
2019/7/8,48.73798
2019/7/9,49.035259
2019/7/10,49.520142
2019/7/11,49.159523
2019/7/12,49.537209
2019/7/15,50.002605
2019/7/16,49.829597
2019/7/17,49.549385
2019/7/18,50.112263
2019/7/19,49.364201
2019/7/22,50.492374
2019/7/23,50.887112
2019/7/24,50.845692
2019/7/25,50.443645
2019/7/26,50.61908
2019/7/29,51.091789
2019/7/30,50.872494
2019/7/31,51.910507
2019/8/1,50.787209
2019/8/2,49.712643
2019/8/5,47.110291
2019/8/6,48.002113
2019/8/7,48.499184
2019/8/8,49.568882
2019/8/9,49.160416
2019/8/12,49.035671
2019/8/13,51.112251
2019/8/14,49.590897
2019/8/15,49.343857
2019/8/16,50.50811
2019/8/19,51.449787
2019/8/20,51.452232
2019/8/21,52.009903
2019/8/22,51.965878
2019/8/23,49.563988
2019/8/26,50.505669
2019/8/27,49.935764
2019/8/28,50.270863
2019/8/29,51.122036
2019/8/30,51.056
2019/9/3,50.312439
2019/9/4,51.166058
2019/9/5,52.166439
2019/9/6,52.161549
2019/9/9,52.384121
2019/9/10,53.002941
2019/9/11,54.688179
2019/9/12,54.565876
2019/9/13,53.50436
2019/9/16,53.785625
2019/9/17,53.981304
2019/9/18,54.487617
2019/9/19,54.044899
2019/9/20,53.254868
2019/9/23,53.497017
2019/9/24,53.242638
2019/9/25,54.062019
2019/9/26,53.78318
2019/9/27,53.521488
2019/9/30,54.781124
2019/10/1,54.932766
2019/10/2,53.555717
2019/10/3,54.010666
2019/10/4,55.524685
2019/10/7,55.536907
2019/10/8,54.886295
2019/10/9,55.529572
2019/10/10,56.278027
2019/10/11,57.774925
2019/10/14,57.691761
2019/10/15,57.557232
2019/10/16,57.324871
2019/10/17,57.547451
2019/10/18,57.823841
2019/10/21,58.826664
2019/10/22,58.692139
2019/10/23,59.479725
2019/10/24,59.577557
2019/10/25,60.311337
2019/10/28,60.91547
2019/10/29,59.506622
2019/10/30,59.49929
2019/10/31,60.844543
2019/11/1,62.571358
2019/11/4,62.982277
2019/11/5,62.891769
2019/11/6,62.918671
2019/11/7,63.644833
2019/11/8,63.819027
2019/11/11,64.324394
2019/11/12,64.265495
2019/11/13,64.881279
2019/11/14,64.432335
2019/11/15,65.197754
2019/11/18,65.526489
2019/11/19,65.327774
2019/11/20,64.567261
2019/11/21,64.277779
2019/11/22,64.221359
2019/11/25,65.347389
2019/11/26,64.837128
2019/11/27,65.708023
2019/11/29,65.563286
2019/12/2,64.805229
2019/12/3,63.649746
2019/12/4,64.211548
2019/12/5,65.15358
2019/12/6,66.412109
2019/12/9,65.482338
2019/12/10,65.865036
2019/12/11,66.426826
2019/12/12,66.596115
2019/12/13,67.501358
2019/12/16,68.65683
2019/12/17,68.791779
2019/12/18,68.627411
2019/12/19,68.696083
2019/12/20,68.553795
2019/12/23,69.672478
2019/12/24,69.738716
2019/12/26,71.12236
2019/12/27,71.095383
2019/12/30,71.517342
2019/12/31,72.039871
2020/1/2,73.683563
2020/1/3,72.967216
2020/1/6,73.54863
2020/1/7,73.202736
2020/1/8,74.38028
2020/1/9,75.960182
2020/1/10,76.131905
2020/1/13,77.758415
2020/1/14,76.70842
2020/1/15,76.379684
2020/1/16,77.336456
2020/1/17,78.19265
2020/1/21,77.662743
2020/1/22,77.939987
2020/1/23,78.315308
2020/1/24,78.089607
2020/1/27,75.793365
2020/1/28,77.937508
2020/1/29,79.568916
2020/1/30,79.453629
2020/1/31,75.930756
2020/2/3,75.722229
2020/2/4,78.222099
2020/2/5,78.85994
2020/2/6,79.782356
2020/2/7,78.697906
2020/2/10,79.071693
2020/2/11,78.59462
2020/2/12,80.46106
2020/2/13,79.8881
2020/2/14,79.907768
2020/2/18,78.444611
2020/2/19,79.580711
2020/2/20,78.764305
2020/2/21,76.981461
2020/2/24,73.324814
2020/2/25,70.841125
2020/2/26,71.964951
2020/2/27,67.260727
2020/2/28,67.22139
2020/3/2,73.479744
2020/3/3,71.14608
2020/3/4,74.446144
2020/3/5,72.031342
2020/3/6,71.074768
2020/3/9,65.453308
2020/3/10,70.167358
2020/3/11,67.730415
2020/3/12,61.04171
2020/3/13,68.355019
2020/3/16,59.561344
2020/3/17,62.180271
2020/3/18,60.658104
2020/3/19,60.193333
2020/3/20,56.371925
2020/3/23,55.174351
2020/3/24,60.709743
2020/3/25,60.375305
2020/3/26,63.552437
2020/3/27,60.92123
2020/3/30,62.65979
2020/3/31,62.531918
2020/4/1,59.241676
2020/4/2,60.230221
2020/4/3,59.364628
2020/4/6,64.543442
2020/4/7,63.795879
2020/4/8,65.428711
2020/4/9,65.900864
2020/4/13,67.194336
2020/4/14,70.58786
2020/4/15,69.943581
2020/4/16,70.499344
2020/4/17,69.542747
2020/4/20,68.099274
2020/4/21,65.994301
2020/4/22,67.89518
2020/4/23,67.632042
2020/4/24,69.584564
2020/4/27,69.633743
2020/4/28,68.505013
2020/4/29,70.755074
2020/4/30,72.247734
2020/5/1,71.084602
2020/5/4,72.090363
2020/5/5,73.172371
2020/5/6,73.927292
2020/5/7,74.692062
2020/5/8,76.469864
2020/5/11,77.673141
2020/5/12,76.785469
2020/5/13,75.85836
2020/5/14,76.324387
2020/5/15,75.873146
2020/5/18,77.660812
2020/5/19,77.212059
2020/5/20,78.713684
2020/5/21,78.126831
2020/5/22,78.629852
2020/5/26,78.097252
2020/5/27,78.437515
2020/5/28,78.472046
2020/5/29,78.395599
2020/6/1,79.359703
2020/6/2,79.727097
2020/6/3,80.165993
2020/6/4,79.475594
2020/6/5,81.739151
2020/6/8,82.22242
2020/6/9,84.81884
2020/6/10,87.001022
2020/6/11,82.824066
2020/6/12,83.539116
2020/6/15,84.572258
2020/6/16,86.813622
2020/6/17,86.692802
2020/6/18,86.727333
2020/6/19,86.231697
2020/6/22,88.487846
2020/6/23,90.37661
2020/6/24,88.781288
2020/6/25,89.959892
2020/6/26,87.195801
2020/6/29,89.205391
2020/6/30,89.95002
2020/7/1,89.7799
2020/7/2,89.7799
2020/7/6,92.181526
2020/7/7,91.895493
2020/7/8,94.035759
2020/7/9,94.44014
2020/7/10,94.605339
2020/7/13,94.168915
2020/7/14,95.727264
2020/7/15,96.385597
2020/7/16,95.199593
2020/7/17,95.007263
2020/7/20,97.009438
2020/7/21,95.670547
2020/7/22,95.939293
2020/7/23,91.572495
2020/7/24,91.345634
2020/7/27,93.510559
2020/7/28,91.974411
2020/7/29,93.737419
2020/7/30,94.871651
2020/7/31,104.803635
2020/8/3,107.444427
2020/8/4,108.161964
2020/8/5,108.554016
2020/8/6,112.341393
2020/8/7,109.787216
2020/8/10,111.382965
2020/8/11,108.070427
2020/8/12,111.662094
2020/8/13,113.638237
2020/8/14,113.536949
2020/8/17,113.240524
2020/8/18,114.184135
2020/8/19,114.327408
2020/8/20,116.864281
2020/8/21,122.886581
2020/8/24,124.356339
2020/8/25,123.336143
2020/8/26,125.013412
2020/8/27,123.518959
2020/8/28,123.318871
2020/8/31,127.500893
2020/9/1,132.579575
2020/9/2,129.832733
2020/9/3,119.438202
2020/9/4,119.517258
2020/9/8,111.474358
2020/9/9,115.920662
2020/9/10,112.13636
2020/9/11,110.664131
2020/9/14,113.984047
2020/9/15,114.161911
2020/9/16,110.792572
2020/9/17,109.023918
2020/9/18,105.565674
2020/9/21,108.767021
2020/9/22,110.476379
2020/9/23,105.842339
2020/9/24,106.929222
2020/9/25,110.940781
2020/9/28,113.588814
2020/9/29,112.729195
2020/9/30,114.428673
2020/10/1,115.396988
2020/10/2,111.671967
2020/10/5,115.110451
2020/10/6,111.810287
2020/10/7,113.707382
2020/10/8,113.598694
2020/10/9,115.574837
2020/10/12,122.916229
2020/10/13,119.655579
2020/10/14,119.744522
2020/10/15,119.270226
2020/10/16,117.600395
2020/10/19,114.596657
2020/10/20,116.108414
2020/10/21,115.476044
2020/10/22,114.3694
2020/10/23,113.66787
2020/10/26,113.677757
2020/10/27,115.209267
2020/10/28,109.873665
2020/10/29,113.944527
2020/10/30,107.561577
2020/11/2,107.472656
2020/11/3,109.122726
2020/11/4,113.578941
2020/11/5,117.610283
2020/11/6,117.476654
2020/11/9,115.130882
2020/11/10,114.78447
2020/11/11,118.268478
2020/11/12,117.991333
2020/11/13,118.040833
2020/11/16,119.070206
2020/11/17,118.169502
2020/11/18,116.82341
2020/11/19,117.427177
2020/11/20,116.140457
2020/11/23,112.686142
2020/11/24,113.99263
2020/11/25,114.843849
2020/11/27,115.398109
2020/11/30,117.832985
2020/12/1,121.465469
2020/12/2,121.821785
2020/12/3,121.68322
2020/12/4,121.000275
2020/12/7,122.484924
2020/12/8,123.10849
2020/12/9,120.535065
2020/12/10,121.980141
2020/12/11,121.15863
2020/12/14,120.535065
2020/12/15,126.572708
2020/12/16,126.503426
2020/12/17,127.384338
2020/12/18,125.365189
2020/12/21,126.919121
2020/12/22,130.53183
2020/12/23,129.621231
2020/12/24,130.620895
2020/12/28,135.292664
2020/12/29,133.491257
2020/12/30,132.352997
2020/12/31,131.333527
2021/1/4,128.087097
2021/1/5,129.670715
2021/1/6,125.305801
2021/1/7,129.581619
2021/1/8,130.700089
2021/1/11,127.661469
2021/1/12,127.483299
2021/1/13,129.551941
2021/1/14,127.592186
2021/1/15,125.840271
2021/1/19,126.523232
2021/1/20,130.680283
2021/1/21,135.47081
2021/1/22,137.648331
2021/1/25,141.458969
2021/1/26,141.696487
2021/1/27,140.607758
2021/1/28,135.688568
2021/1/29,130.611008
2021/2/1,132.768707
2021/2/2,133.610046
2021/2/3,132.57077
2021/2/4,135.985489
2021/2/5,135.564224
2021/2/8,135.712891
2021/2/9,134.820755
2021/2/10,134.206192
2021/2/11,133.948456
2021/2/12,134.18634
2021/2/16,132.025436
2021/2/17,129.695953
2021/2/18,128.575851
2021/2/19,128.734451
2021/2/22,124.898293
2021/2/23,124.759514
2021/2/24,124.253967
2021/2/25,119.932098
2021/2/26,120.199738
2021/3/1,126.672638
2021/3/2,124.025993
2021/3/3,120.992737
2021/3/4,119.079613
2021/3/5,120.358337
2021/3/8,115.342583
2021/3/9,120.031219
2021/3/10,118.930931
2021/3/11,120.893608
2021/3/12,119.971748
2021/3/15,122.905861
2021/3/16,124.472046
2021/3/17,123.669128
2021/3/18,119.47612
2021/3/19,118.940842
2021/3/22,122.311111
2021/3/23,121.468552
2021/3/24,119.039955
2021/3/25,119.535591
2021/3/26,120.150177
2021/3/29,120.328598
2021/3/30,118.851624
2021/3/31,121.081955
2021/4/1,121.92453
2021/4/5,124.799171
2021/4/6,125.106453
2021/4/7,126.781685
2021/4/8,129.220139
2021/4/9,131.837082
2021/4/12,130.092484
2021/4/13,133.254578
2021/4/14,130.875549
2021/4/15,133.32399
2021/4/16,132.986938
2021/4/19,133.660995
2021/4/20,131.946121
2021/4/21,132.332703
2021/4/22,130.786346
2021/4/23,133.145554
2021/4/26,133.542053
2021/4/27,133.214935
2021/4/28,132.411987
2021/4/29,132.312897
2021/4/30,130.310547
2021/5/3,131.381104
2021/5/4,126.732109
2021/5/5,126.979935
2021/5/6,128.605591
2021/5/7,129.290726
2021/5/10,125.95443
2021/5/11,125.021072
2021/5/12,121.903252
2021/5/13,124.087715
2021/5/14,126.550201
2021/5/17,125.378525
2021/5/18,123.968567
2021/5/19,123.809692
2021/5/20,126.411179
2021/5/21,124.544456
2021/5/24,126.202667
2021/5/25,126.004089
2021/5/26,125.95443
2021/5/27,124.395523
2021/5/28,123.730247
2021/6/1,123.40258
2021/6/2,124.177071
2021/6/3,122.667809
2021/6/4,125.001213
2021/6/7,125.011147
2021/6/8,125.845215
2021/6/9,126.23246
2021/6/10,125.219666
2021/6/11,126.450905
2021/6/14,129.558792
2021/6/15,128.724747
2021/6/16,129.231125
2021/6/17,130.859558
2021/6/18,129.538956
2021/6/21,131.365952
2021/6/22,133.034088
2021/6/23,132.756058
2021/6/24,132.468124
2021/6/25,132.170242
2021/6/28,133.828461
2021/6/29,135.367493
2021/6/30,135.993073
2021/7/1,136.300873
2021/7/2,138.971893
2021/7/6,141.017349
2021/7/7,143.549347
2021/7/8,142.228729
2021/7/9,144.085526
2021/7/12,143.479828
2021/7/13,144.611771
2021/7/14,148.097
2021/7/15,147.431747
2021/7/16,145.356476
2021/7/19,141.44429
2021/7/20,145.118179
2021/7/21,144.373474
2021/7/22,145.763596
2021/7/23,147.511154
2021/7/26,147.938126
2021/7/27,145.73381
2021/7/28,143.956436
2021/7/29,144.611771
2021/7/30,144.830215
2021/8/2,144.492645
2021/8/3,146.319626
2021/8/4,145.912537
2021/8/5,146.021744
2021/8/6,145.325653
2021/8/9,145.275925
2021/8/10,144.788666
2021/8/11,145.047226
2021/8/12,148.060333
2021/8/13,148.26915
2021/8/16,150.277908
2021/8/17,149.353104
2021/8/18,145.544434
2021/8/19,145.882553
2021/8/20,147.364243
2021/8/23,148.875778
2021/8/24,148.78627
2021/8/25,147.533279
2021/8/26,146.717865
2021/8/27,147.771957
2021/8/30,152.266754
2021/8/31,150.983963
2021/9/1,151.660156
2021/9/2,152.793808
2021/9/3,153.440201
2021/9/7,155.816895
2021/9/8,154.245667
2021/9/9,153.211487
2021/9/10,148.139893
2021/9/13,148.71666
2021/9/14,147.294617
2021/9/15,148.199539
2021/9/16,147.960876
2021/9/17,145.246109
2021/9/20,142.143478
2021/9/21,142.630753
2021/9/22,145.037277
2021/9/23,146.01181
2021/9/24,146.101303
2021/9/27,144.559952
2021/9/28,141.119232
2021/9/29,142.034103
2021/9/30,140.711502
2021/10/1,141.855103
2021/10/4,138.364655
2021/10/5,140.3237
2021/10/6,141.20874
2021/10/7,142.491547
2021/10/8,142.103699
2021/10/11,142.014221
2021/10/12,140.721436
2021/10/13,140.124802
2021/10/14,142.958908
2021/10/15,144.032913
2021/10/18,145.733383
2021/10/19,147.931061
2021/10/20,148.428268
2021/10/21,148.647049
2021/10/22,147.86145
2021/10/25,147.811722
2021/10/26,148.487946
2021/10/27,148.020554
2021/10/28,151.719833
2021/10/29,148.965271
2021/11/1,148.129959
2021/11/2,149.184052
2021/11/3,150.645844
2021/11/4,150.118805
2021/11/5,150.65657
2021/11/8,149.820038
2021/11/9,150.188507
2021/11/10,147.310425
2021/11/11,147.26062
2021/11/12,149.371887
2021/11/15,149.381836
2021/11/16,150.377731
2021/11/17,152.857468
2021/11/18,157.219406
2021/11/19,159.888382
2021/11/22,160.35643
2021/11/23,160.744827
2021/11/24,161.272644
2021/11/26,156.163788
2021/11/29,159.579651
2021/11/30,164.618805
2021/12/1,164.090988
2021/12/2,163.085144
2021/12/3,161.17305
2021/12/6,164.638733
2021/12/7,170.474548
2021/12/8,174.35849
2021/12/9,173.840637
2021/12/10,178.710495
2021/12/13,175.015778
2021/12/14,173.611588
2021/12/15,178.561096
2021/12/16,171.550095
2021/12/17,170.434738
2021/12/20,169.050446
2021/12/21,172.2771
2021/12/22,174.916183
2021/12/23,175.553543
2021/12/27,179.586868
2021/12/28,178.551132
2021/12/29,178.640778
2021/12/30,177.465637
2021/12/31,176.838226
2022/1/3,181.259933
2022/1/4,178.959457
2022/1/5,174.199142
2022/1/6,171.291183
2022/1/7,171.460495
2022/1/10,171.480408
2022/1/11,174.35849
2022/1/12,174.806641
2022/1/13,171.480408
2022/1/14,172.356796
2022/1/18,169.10025
2022/1/19,165.544968
2022/1/20,163.832047
2022/1/21,161.740723
2022/1/24,160.953949
2022/1/25,159.121536
2022/1/26,159.031921
2022/1/27,158.563858
2022/1/28,169.628082
2022/1/31,174.059738
2022/2/1,173.890427
2022/2/2,175.115356
2022/2/3,172.187469
2022/2/4,171.898315
2022/2/7,171.170395
2022/2/8,174.33136
2022/2/9,175.777206
2022/2/10,171.629074
2022/2/11,168.159012
2022/2/14,168.398331
2022/2/15,172.297165
2022/2/16,172.057861
2022/2/17,168.398331
2022/2/18,166.82283
2022/2/22,163.851334
2022/2/23,159.613464
2022/2/24,162.275848
2022/2/25,164.379822
2022/2/28,164.649048
2022/3/1,162.734512
2022/3/2,166.084946
2022/3/3,165.755875
2022/3/4,162.704605
2022/3/7,158.845657
2022/3/8,156.990952
2022/3/9,162.485229
2022/3/10,158.067886
2022/3/11,154.288681
2022/3/14,150.190399
2022/3/15,154.647644
2022/3/16,159.134811
2022/3/17,160.16188
2022/3/18,163.512283
2022/3/21,164.90831
2022/3/22,168.338501
2022/3/23,169.724533
2022/3/24,173.573532
2022/3/25,174.221664
2022/3/28,175.099167
2022/3/29,178.44957
2022/3/30,177.26297
2022/3/31,174.111984
2022/4/1,173.812836
2022/4/4,177.931061
2022/4/5,174.560699
2022/4/6,171.33992
2022/4/7,171.649017
2022/4/8,169.604874
2022/4/11,165.277252
2022/4/12,167.181808
2022/4/13,169.913986
2022/4/14,164.818558
2022/4/18,164.599197
2022/4/19,166.922531
2022/4/20,166.753021
2022/4/21,165.945328
2022/4/22,161.328537
2022/4/25,162.415436
2022/4/26,156.352783
2022/4/27,156.123444
2022/4/28,163.173264
2022/4/29,157.200348
2022/5/2,157.50946
2022/5/3,159.025131
2022/5/4,165.546494
2022/5/5,156.322876
2022/5/6,157.061829
2022/5/9,151.849075
2022/5/10,154.29567
2022/5/11,146.296783
2022/5/12,142.362244
2022/5/13,146.905945
2022/5/16,145.33812
2022/5/17,149.03299
2022/5/18,140.62468
2022/5/19,137.159485
2022/5/20,137.399139
2022/5/23,142.911484
2022/5/24,140.165298
2022/5/25,140.325089
2022/5/26,143.580551
2022/5/27,149.432434
2022/5/31,148.633545
2022/6/1,148.503723
2022/6/2,151.000259
2022/6/3,145.178345
2022/6/6,145.937286
2022/6/7,148.503723
2022/6/8,147.754776
2022/6/9,142.442139
2022/6/10,136.939789
