date,ust3MTH_close
2021/12/3,0.053
2021/12/5,0.056
2021/12/6,0.053
2021/12/7,0.063
2021/12/8,0.066
2021/12/9,0.063
2021/12/10,0.063
2021/12/12,0.061
2021/12/13,0.056
2021/12/14,0.058
2021/12/15,0.051
2021/12/16,0.046
2021/12/17,0.051
2021/12/19,0.051
2021/12/20,0.076
2021/12/21,0.071
2021/12/22,0.071
2021/12/23,0.071
2021/12/26,0.076
2021/12/27,0.056
2021/12/28,0.061
2021/12/29,0.051
2021/12/30,0.046
2021/12/31,0.053
2022/1/2,0.056
2022/1/3,0.063
2022/1/4,0.086
2022/1/5,0.091
2022/1/6,0.101
2022/1/7,0.096
2022/1/9,0.096
2022/1/10,0.099
2022/1/11,0.127
2022/1/12,0.122
2022/1/13,0.122
2022/1/14,0.129
2022/1/17,0.14
2022/1/18,0.142
2022/1/19,0.172
2022/1/20,0.18
2022/1/21,0.17
2022/1/23,0.178
2022/1/24,0.17
2022/1/25,0.193
2022/1/26,0.2
2022/1/27,0.205
2022/1/28,0.19
2022/1/30,0.198
2022/1/31,0.185
2022/2/1,0.216
2022/2/2,0.193
2022/2/3,0.205
2022/2/4,0.238
2022/2/6,0.236
2022/2/7,0.223
2022/2/8,0.284
2022/2/9,0.279
2022/2/10,0.452
2022/2/11,0.373
2022/2/14,0.391
2022/2/15,0.416
2022/2/16,0.383
2022/2/17,0.365
2022/2/18,0.358
2022/2/21,0.345
2022/2/22,0.355
2022/2/23,0.355
2022/2/24,0.322
2022/2/25,0.348
2022/2/27,0.335
2022/2/28,0.322
2022/3/1,0.332
2022/3/2,0.335
2022/3/3,0.365
2022/3/4,0.335
2022/3/6,0.33
2022/3/7,0.34
2022/3/8,0.375
2022/3/9,0.381
2022/3/10,0.396
2022/3/11,0.396
2022/3/13,0.386
2022/3/14,0.424
2022/3/15,0.464
2022/3/16,0.459
2022/3/17,0.396
2022/3/18,0.414
2022/3/20,0.409
2022/3/21,0.492
2022/3/22,0.538
2022/3/23,0.497
2022/3/24,0.52
2022/3/25,0.538
2022/3/27,0.523
2022/3/28,0.556
2022/3/29,0.574
2022/3/30,0.538
2022/3/31,0.52
2022/4/1,0.528
2022/4/3,0.525
2022/4/4,0.566
2022/4/5,0.688
2022/4/6,0.685
2022/4/7,0.683
2022/4/8,0.698
2022/4/10,0.698
2022/4/11,0.706
2022/4/12,0.759
2022/4/13,0.757
2022/4/14,0.787
2022/4/17,0.8
2022/4/18,0.882
2022/4/19,0.856
2022/4/20,0.823
2022/4/21,0.828
2022/4/22,0.828
2022/4/24,0.887
2022/4/25,0.938
2022/4/26,0.856
2022/4/27,0.828
2022/4/28,0.825
2022/4/29,0.841
2022/5/1,0.897
2022/5/2,0.925
2022/5/3,0.925
2022/5/4,0.922
2022/5/5,0.826
2022/5/6,0.859
2022/5/8,0.843
2022/5/9,0.833
2022/5/10,0.907
2022/5/11,0.904
2022/5/12,0.94
2022/5/13,0.988
2022/5/15,1.009
2022/5/16,1.027
2022/5/17,1.07
2022/5/18,1.039
2022/5/19,1.047
2022/5/20,1.034
2022/5/22,1.06
2022/5/23,1.029
2022/5/24,1.065
2022/5/25,1.073
2022/5/26,1.07
2022/5/27,1.072
2022/5/31,1.067
2022/6/1,1.134
2022/6/2,1.134
2022/6/3,1.251
2022/6/6,1.205
2022/6/7,1.256
2022/6/8,1.261
2022/6/9,1.266
2022/6/10,1.373
2022/6/13,1.669
2022/6/14,1.813
2022/6/15,1.659
2022/6/16,1.578
2022/6/17,1.628
2022/6/21,1.547
2022/6/22,1.578
2022/6/23,1.619
2022/6/24,1.68
2022/6/27,1.679
2022/6/28,1.787
2022/6/29,1.762
2022/6/30,1.751
2022/7/1,1.685
2022/7/5,1.695
2022/7/6,1.9
2022/7/7,1.905
2022/7/8,1.93
2022/7/11,2.058
2022/7/12,2.192
2022/7/13,2.397
2022/7/14,2.366
2022/7/15,2.396
2022/7/18,2.345
2022/7/19,2.505
2022/7/20,2.469
2022/7/21,2.443
2022/7/22,2.432
2022/7/25,2.453
2022/7/26,2.53
2022/7/27,2.417
2022/7/28,2.376
2022/7/29,2.365
2022/8/1,2.345
2022/8/2,2.51
2022/8/3,2.474
2022/8/4,2.458
2022/8/5,2.494
2022/8/8,2.519
2022/8/9,2.638
2022/8/10,2.592
2022/8/11,2.551
2022/8/12,2.54
2022/8/15,2.596
2022/8/16,2.669
2022/8/17,2.633
2022/8/18,2.643
2022/8/19,2.673
2022/8/22,2.735
2022/8/23,2.777
2022/8/24,2.782
2022/8/25,2.818
2022/8/26,2.838
2022/8/29,2.889
2022/8/30,2.941
2022/8/31,2.921
2022/9/1,2.952
2022/9/2,2.925
2022/9/6,2.94
2022/9/7,3.019
2022/9/8,3.044
2022/9/9,3.043
2022/9/12,3.079
2022/9/13,3.261
2022/9/14,3.209
2022/9/15,3.199
2022/9/16,3.162
2022/9/19,3.182
2022/9/20,3.322
2022/9/21,3.292
2022/9/22,3.229
2022/9/23,3.193
2022/9/26,3.208
2022/9/27,3.344
2022/9/28,3.343
2022/9/29,3.312
2022/9/30,3.316
2022/10/3,3.244
2022/10/4,3.389
2022/10/5,3.384
2022/10/6,3.379
2022/10/7,3.372
2022/10/10,3.372
2022/10/11,3.439
2022/10/12,3.627
2022/10/13,3.714
2022/10/14,3.729
2022/10/17,3.78
2022/10/18,3.932
2022/10/19,3.994
2022/10/20,4.003
2022/10/21,3.997
2022/10/24,4.017
2022/10/25,4.076
